Sr. Number,Gender,Education_Level_Simplified,Job Title,Age_simplified,Age,Years_of_Experience_CLEARED,Years_of_Experience,Salary_cleared,Salary,Country,Race,Seniority,Education_Level
255,Male,1,Software Engineer,Young Professionals,44,Senior Level,14,High Salary,130000,Australia,Australian,1,Bachelor's
256,Female,2,Financial Advisor,Early Career,34,Mid Level,6,Medium Salary,100000,Australia,Australian,1,Bachelor's
257,Male,1,Project Coordinator,Young Professionals,35,Mid Level,9,Medium Salary,95000,UK,Asian,1,Master's
258,Female,3,Director of Operations,Senior Professionals,50,Expert Level,22,Very High Salary,180000,Australia,White,0,Bachelor's
259,Male,1,Business Operations Analyst,Early Career,29,Fresher,1.5,Low Salary,350,USA,Hispanic,0,PhD
260,Female,1,Financial Manager,Young Professionals,37,Mid Level,10,High Salary,120000,USA,African American,1,Bachelor's
261,Male,3,Data Scientist,Senior Professionals,46,Lead Level,18,Very High Salary,160000,China,Chinese,1,PhD
262,Female,1,Marketing Coordinator,Early Career,31,Junior Level,3,Invalid,50000,Australia,White,0,Bachelor's
263,Male,1,Operations Manager,Young Professionals,42,Senior Level,12,High Salary,110000,Canada,Black,1,PhD
264,Female,1,Sales Representative,Early Career,29,Fresher,1.5,Low Salary,40000,USA,African American,0,Bachelor's
265,Male,1,Marketing Specialist,Young Professionals,36,Mid Level,8,Medium Salary,95000,UK,White,1,Bachelor's
266,Female,2,HR Specialist,Young Professionals,44,Senior Level,15,High Salary,140000,China,Chinese,1,Bachelor's
267,Male,1,Operations Manager,Early Career,33,Junior Level,4,Medium Salary,60000,China,Korean,0,Bachelor's
268,Female,1,Marketing Coordinator,Young Professionals,39,Mid Level,9,High Salary,110000,China,White,1,Master's
269,Male,3,Data Engineer,Senior Professionals,45,Lead Level,16,High Salary,150000,Australia,Asian,1,Bachelor's
270,Female,1,Marketing Manager,Early Career,32,Junior Level,4,Medium Salary,60000,UK,Welsh,0,Bachelor's
271,Male,1,Financial Analyst,Young Professionals,37,Mid Level,8,Medium Salary,90000,Australia,Australian,1,PhD
272,Female,2,Director of Marketing,Senior Professionals,47,Lead Level,20,Very High Salary,180000,UK,Mixed,0,Bachelor's
273,Male,1,Business Analyst,Early Career,30,Fresher,2,Low Salary,40000,Australia,Australian,0,Bachelor's
274,Female,1,Project Manager,Young Professionals,38,Mid Level,9,High Salary,120000,UK,Asian,1,Master's
275,Male,3,Data Analyst,Senior Professionals,46,Lead Level,17,Very High Salary,160000,UK,Asian,1,Bachelor's
276,Female,1,Financial Analyst,Early Career,34,Junior Level,5,Medium Salary,70000,UK,Mixed,0,Bachelor's
277,Male,1,Product Manager,Young Professionals,36,Mid Level,8,Medium Salary,95000,Australia,Asian,1,PhD
278,Female,2,Director of Operations,Senior Professionals,49,Expert Level,21,Very High Salary,180000,UK,Mixed,0,Bachelor's
279,Male,1,Operations Analyst,Early Career,31,Junior Level,3,Invalid,50000,USA,Hispanic,0,Bachelor's
280,Female,1,Project Coordinator,Young Professionals,41,Senior Level,11,Medium Salary,95000,Canada,Black,1,Master's
281,Male,2,Director of Marketing,Senior Professionals,47,Lead Level,19,Very High Salary,170000,Canada,White,0,Bachelor's
282,Female,1,Business Development Associate,Early Career,29,Fresher,1.5,Low Salary,35000,Australia,White,0,Bachelor's
283,Male,1,Financial Manager,Young Professionals,35,Mid Level,9,Medium Salary,100000,Canada,White,1,Master's
284,Female,3,Product Designer,Young Professionals,44,Senior Level,15,High Salary,150000,China,White,1,Bachelor's
285,Male,1,Business Analyst,Early Career,33,Junior Level,4,Medium Salary,60000,Canada,Black,0,Bachelor's
286,Female,1,Marketing Analyst,Young Professionals,35,Mid Level,8,Medium Salary,85000,China,Chinese,1,PhD
287,Male,1,Software Engineer,Young Professionals,44,Senior Level,13,High Salary,130000,Canada,White,1,Bachelor's
288,Male,1,Product Manager,Early Career,32,Junior Level,4,Medium Salary,65000,China,Chinese,0,Bachelor's
289,Female,1,Business Analyst,Young Professionals,38,Mid Level,10,High Salary,110000,Australia,Asian,1,Bachelor's
290,Male,3,Director of Operations,Senior Professionals,49,Expert Level,21,Very High Salary,180000,USA,Asian,0,Bachelor's
291,Female,1,Marketing Specialist,Early Career,29,Fresher,2,Low Salary,40000,Australia,Australian,0,Bachelor's
292,Male,1,Business Development Manager,Young Professionals,35,Mid Level,7,Medium Salary,90000,USA,Hispanic,1,PhD
293,Female,2,HR Manager,Senior Professionals,45,Senior Level,14,High Salary,140000,UK,Welsh,1,Bachelor's
294,Male,1,Financial Analyst,Early Career,33,Junior Level,4,Medium Salary,60000,China,Korean,0,Bachelor's
295,Female,1,Marketing Manager,Young Professionals,40,Senior Level,12,High Salary,130000,Australia,Asian,1,Master's
296,Male,3,Data Scientist,Young Professionals,44,Lead Level,16,Very High Salary,160000,Australia,Asian,1,Bachelor's
297,Female,1,Operations Coordinator,Early Career,30,Fresher,2,Low Salary,40000,Australia,White,0,Bachelor's
298,Male,1,Marketing Analyst,Young Professionals,37,Mid Level,9,Medium Salary,100000,UK,Mixed,1,PhD
299,Female,2,Director of HR,Senior Professionals,48,Lead Level,20,Very High Salary,180000,USA,Hispanic,0,Bachelor's
300,Male,1,Project Manager,Early Career,31,Junior Level,3,Medium Salary,55000,Canada,Black,0,Bachelor's
301,Female,1,Operations Coordinator,Young Professionals,38,Mid Level,9,High Salary,120000,Canada,Asian,1,Master's
302,Male,3,Data Engineer,Senior Professionals,45,Lead Level,16,High Salary,150000,Canada,Black,1,Bachelor's
303,Female,1,Marketing Manager,Early Career,33,Junior Level,5,Medium Salary,70000,UK,Mixed,0,Bachelor's
304,Male,1,Business Analyst,Young Professionals,36,Mid Level,8,Medium Salary,95000,China,Chinese,1,PhD
305,Female,2,Director of Marketing,Senior Professionals,49,Expert Level,21,Very High Salary,180000,China,White,0,Bachelor's
306,Male,1,Operations Analyst,Early Career,31,Junior Level,3,Invalid,50000,Canada,Black,0,Bachelor's
307,Female,1,Project Manager,Young Professionals,42,Senior Level,12,High Salary,120000,Australia,White,1,Master's
308,Male,2,Director of Marketing,Senior Professionals,47,Lead Level,19,Very High Salary,170000,UK,White,0,Bachelor's
309,Female,1,Business Development Associate,Early Career,29,Fresher,1.5,Low Salary,35000,Australia,White,0,Bachelor's
310,Male,1,Financial Manager,Young Professionals,35,Mid Level,9,Medium Salary,100000,Australia,Asian,1,Master's
311,Female,3,Product Designer,Young Professionals,44,Senior Level,15,High Salary,150000,Australia,Asian,1,Bachelor's
312,Male,1,Business Analyst,Early Career,33,Junior Level,4,Medium Salary,60000,UK,White,0,Bachelor's
313,Female,1,Marketing Analyst,Young Professionals,35,Mid Level,8,Medium Salary,85000,Canada,Black,1,PhD
314,Male,1,Software Engineer,Young Professionals,44,Senior Level,13,High Salary,130000,Australia,White,1,Bachelor's
315,Female,2,Financial Advisor,Early Career,34,Mid Level,6,Medium Salary,80000,Canada,White,1,Bachelor's
316,Male,1,Marketing Specialist,Young Professionals,36,Mid Level,8,Medium Salary,95000,Canada,White,1,Bachelor's
317,Female,1,HR Coordinator,Early Career,30,Fresher,2,Low Salary,40000,UK,Welsh,0,Master's
318,Male,1,Business Development Manager,Young Professionals,37,Mid Level,10,High Salary,120000,China,Chinese,1,Bachelor's
319,Female,2,Marketing Manager,Senior Professionals,45,Lead Level,16,Very High Salary,160000,Canada,Black,1,Bachelor's
320,Male,1,Financial Advisor,Early Career,32,Junior Level,4,Medium Salary,65000,USA,Hispanic,0,Bachelor's
321,Female,1,Project Manager,Young Professionals,39,Senior Level,12,High Salary,130000,Canada,White,1,Master's
322,Male,3,Director of Engineering,Senior Professionals,47,Lead Level,20,Very High Salary,180000,China,White,0,Bachelor's
323,Female,1,Marketing Analyst,Early Career,29,Fresher,2,Low Salary,40000,Australia,Australian,0,Bachelor's
324,Male,1,Operations Manager,Young Professionals,36,Mid Level,9,Medium Salary,100000,UK,Asian,1,PhD
325,Female,3,Data Scientist,Young Professionals,43,Senior Level,15,High Salary,150000,USA,African American,1,Bachelor's
326,Male,1,Marketing Coordinator,Early Career,32,Junior Level,3,Medium Salary,55000,Canada,White,0,Bachelor's
327,Female,1,Business Analyst,Young Professionals,38,Mid Level,10,High Salary,110000,China,White,1,PhD
328,Male,2,Director of Marketing,Senior Professionals,48,Expert Level,21,Very High Salary,180000,China,Chinese,0,Bachelor's
329,Female,1,Business Development Associate,Early Career,31,Junior Level,3,Invalid,50000,China,Korean,0,Bachelor's
330,Male,1,Financial Analyst,Young Professionals,40,Senior Level,12,High Salary,130000,Australia,White,1,Master's
331,Female,3,UX Designer,Senior Professionals,45,Lead Level,16,Very High Salary,160000,Australia,Asian,1,Bachelor's
332,Male,1,Product Manager,Early Career,33,Junior Level,4,Medium Salary,60000,Canada,Asian,0,Bachelor's
333,Female,1,Marketing Manager,Young Professionals,36,Mid Level,8,Medium Salary,95000,China,Korean,1,PhD
334,Male,2,Director of Operations,Senior Professionals,47,Lead Level,19,Very High Salary,170000,China,Chinese,0,Bachelor's
335,Female,1,Project Manager,Early Career,29,Fresher,2,Low Salary,40000,UK,Mixed,0,Bachelor's
336,Male,1,Operations Coordinator,Early Career,34,Mid Level,7,Medium Salary,90000,UK,Asian,1,Master's
337,Female,3,Business Analyst,Young Professionals,44,Senior Level,15,High Salary,150000,UK,White,1,Bachelor's
338,Male,1,Marketing Specialist,Early Career,33,Junior Level,5,Medium Salary,70000,UK,Welsh,0,Bachelor's
339,Female,1,Financial Manager,Young Professionals,35,Mid Level,8,Medium Salary,90000,Australia,White,1,PhD
340,Male,2,Director of Marketing,Young Professionals,43,Lead Level,18,Very High Salary,170000,China,Korean,0,Bachelor's
341,Female,1,Financial Analyst,Early Career,31,Junior Level,3,Invalid,50000,UK,Asian,0,Bachelor's
342,Male,1,Product Manager,Young Professionals,41,Senior Level,14,High Salary,150000,Canada,White,1,Master's
343,Female,3,Data Engineer,Young Professionals,44,Lead Level,16,Very High Salary,160000,Canada,Asian,1,Bachelor's
344,Male,1,Business Analyst,Early Career,33,Junior Level,4,Medium Salary,60000,Canada,Black,0,Bachelor's
345,Female,1,Marketing Analyst,Young Professionals,35,Mid Level,8,Medium Salary,85000,Canada,Asian,1,PhD
346,Male,2,Director of Engineering,Senior Professionals,45,Lead Level,19,Very High Salary,180000,China,Chinese,0,Bachelor's
347,Female,1,Operations Manager,Early Career,28,Fresher,1,Low Salary,35000,Canada,Asian,0,Bachelor's
348,Male,1,Business Development Manager,Young Professionals,36,Mid Level,8,High Salary,110000,USA,Asian,1,Master's
349,Female,3,Data Scientist,Young Professionals,44,Lead Level,16,Very High Salary,160000,China,Chinese,1,Bachelor's
350,Male,1,Marketing Coordinator,Early Career,31,Junior Level,3,Medium Salary,55000,Canada,Black,0,Bachelor's
351,Female,1,Business Analyst,Young Professionals,38,Mid Level,10,High Salary,110000,Canada,Black,1,PhD
352,Male,2,Director of Marketing,Senior Professionals,48,Expert Level,21,Very High Salary,180000,Canada,Asian,0,Bachelor's
353,Female,1,Business Development Associate,Early Career,31,Junior Level,3,Invalid,50000,Canada,Black,0,Bachelor's
354,Male,1,Financial Analyst,Young Professionals,40,Senior Level,12,High Salary,130000,USA,White,1,Master's
355,Female,3,UX Designer,Senior Professionals,45,Lead Level,16,Very High Salary,160000,UK,Asian,1,Bachelor's
356,Male,1,Product Manager,Early Career,33,Junior Level,4,Medium Salary,60000,Canada,White,0,Bachelor's
357,Female,1,Marketing Manager,Young Professionals,36,Mid Level,8,Medium Salary,95000,UK,Welsh,1,PhD
358,Male,2,Director of Operations,Senior Professionals,47,Lead Level,19,Very High Salary,170000,UK,Welsh,0,Bachelor's
359,Female,1,Project Manager,Early Career,29,Fresher,2,Low Salary,40000,Australia,Australian,0,Bachelor's
360,Male,1,Operations Coordinator,Early Career,34,Mid Level,7,Medium Salary,90000,China,Chinese,1,Master's
361,Female,3,Business Analyst,Young Professionals,44,Senior Level,15,High Salary,150000,UK,Welsh,1,Bachelor's
362,Male,1,Marketing Specialist,Early Career,33,Junior Level,5,Medium Salary,70000,Canada,White,0,Bachelor's
363,Female,1,Financial Manager,Young Professionals,35,Mid Level,8,Medium Salary,90000,China,Chinese,1,PhD
364,Male,2,Director of Marketing,Young Professionals,43,Lead Level,18,Very High Salary,170000,Canada,Asian,0,Bachelor's
365,Female,1,Financial Analyst,Early Career,31,Junior Level,3,Invalid,50000,Canada,Black,0,Bachelor's
366,Male,1,Product Manager,Young Professionals,41,Senior Level,14,High Salary,150000,China,Chinese,1,Master's
367,Female,3,Data Engineer,Young Professionals,44,Lead Level,16,Very High Salary,160000,Australia,White,1,Bachelor's
368,Male,1,Business Analyst,Early Career,33,Junior Level,4,Medium Salary,60000,UK,Welsh,0,Bachelor's
369,Female,1,Marketing Analyst,Young Professionals,35,Mid Level,8,Medium Salary,85000,China,White,1,PhD
370,Male,2,Director of Operations,Young Professionals,43,Lead Level,19,Very High Salary,170000,China,White,0,Bachelor's
371,Female,1,Project Manager,Early Career,29,Fresher,2,Low Salary,40000,USA,Asian,0,Bachelor's
372,Male,1,Operations Coordinator,Early Career,34,Mid Level,7,Medium Salary,90000,China,White,1,Master's
373,Female,3,Business Analyst,Young Professionals,44,Senior Level,15,High Salary,150000,UK,White,1,Bachelor's
374,Male,2,Data Scientist,Early Career,31,Mid Level,6,Very High Salary,160000,Australia,White,0,Bachelor's
375,Female,1,Software Engineer,Early Career,28,Junior Level,3,High Salary,125000,Canada,Black,0,PhD
376,Male,2,Product Manager,Early Career,26,Fresher,2,High Salary,120000,China,White,0,Master's
377,Female,1,Data Analyst,Early Career,27,Fresher,2,High Salary,110000,UK,Mixed,0,Bachelor's
378,Male,3,Data Scientist,Early Career,30,Junior Level,5,Very High Salary,180000,China,Korean,0,Master's
379,Female,1,Software Engineer,Early Career,29,Junior Level,4,High Salary,140000,Australia,White,0,Bachelor's
380,Male,1,Product Manager,Early Career,32,Mid Level,7,Very High Salary,170000,USA,Asian,0,PhD
381,Female,2,Data Analyst,Early Career,25,Fresher,1,Medium Salary,100000,China,White,0,Bachelor's
382,Male,3,Data Scientist,Early Career,33,Mid Level,8,Very High Salary,190000,UK,Mixed,0,Bachelor's
383,Female,1,Software Engineer,Early Career,31,Mid Level,6,Very High Salary,155000,UK,Welsh,0,Master's
384,Male,2,Product Manager,Early Career,28,Junior Level,3,High Salary,130000,Canada,Black,0,PhD
385,Female,1,Data Analyst,Early Career,30,Junior Level,5,High Salary,145000,USA,African American,0,Bachelor's
386,Male,3,Data Scientist,Early Career,27,Fresher,2,High Salary,115000,USA,African American,0,Master's
387,Female,1,Software Engineer,Early Career,29,Junior Level,4,High Salary,140000,USA,Hispanic,0,Bachelor's
388,Male,1,Product Manager,Early Career,34,Mid Level,9,Very High Salary,185000,China,Chinese,0,PhD
389,Female,2,Data Analyst,Early Career,25,Fresher,1,Medium Salary,100000,Australia,Australian,0,Bachelor's
390,Male,3,Data Scientist,Early Career,33,Mid Level,8,Very High Salary,190000,Canada,Black,0,Bachelor's
391,Female,1,Software Engineer,Early Career,31,Mid Level,6,Very High Salary,155000,UK,Welsh,0,Master's
392,Male,2,Product Manager,Early Career,28,Junior Level,3,High Salary,130000,Australia,White,0,PhD
393,Female,1,Data Analyst,Early Career,30,Junior Level,5,High Salary,145000,Australia,White,0,Bachelor's
394,Male,1,Software Engineer,Early Career,28,Junior Level,3,High Salary,125000,China,Korean,0,Master's
395,Female,2,Product Manager,Early Career,26,Fresher,2,High Salary,120000,USA,White,0,Bachelor's
396,Male,1,Data Analyst,Early Career,27,Fresher,2,High Salary,110000,USA,African American,0,Bachelor's
397,Female,3,Data Scientist,Early Career,30,Junior Level,5,Very High Salary,180000,China,Korean,0,Master's
398,Male,1,Software Engineer,Early Career,29,Junior Level,4,High Salary,140000,USA,Hispanic,0,Bachelor's
399,Male,1,Product Manager,Early Career,32,Mid Level,7,Very High Salary,170000,China,Chinese,0,PhD
400,Female,2,Data Analyst,Early Career,25,Fresher,1,Medium Salary,100000,Australia,Asian,0,Bachelor's
401,Male,3,Data Scientist,Early Career,33,Mid Level,8,Very High Salary,190000,Canada,Asian,0,Bachelor's
402,Female,1,Software Engineer,Early Career,31,Mid Level,6,Very High Salary,155000,Australia,Australian,0,Master's
403,Male,2,Product Manager,Early Career,28,Junior Level,3,High Salary,130000,Canada,Asian,0,PhD
404,Female,1,Data Analyst,Early Career,30,Junior Level,5,High Salary,145000,Canada,Asian,0,Bachelor's
405,Male,3,Data Scientist,Early Career,27,Fresher,2,High Salary,115000,UK,Asian,0,Master's
406,Female,1,Software Engineer,Early Career,29,Junior Level,4,High Salary,140000,Australia,White,0,Bachelor's
407,Male,1,Product Manager,Early Career,34,Mid Level,9,Very High Salary,185000,Canada,White,0,PhD
408,Female,2,Data Analyst,Early Career,25,Fresher,1,Medium Salary,100000,China,White,0,Bachelor's
409,Male,3,Data Scientist,Early Career,33,Mid Level,8,Very High Salary,190000,UK,White,0,Bachelor's
410,Female,1,Software Engineer,Early Career,31,Mid Level,6,Very High Salary,155000,Australia,Australian,0,Master's
411,Male,2,Product Manager,Early Career,28,Junior Level,3,High Salary,130000,Canada,Asian,0,PhD
